,domain,instance,planner,type,solved,SAT,time,memory,timeout,memoryout,policysize
668,miner,p10,minisat-4h,fondsat,True,True,93.72981472779064,29.5859375,False,False,17
669,miner,p10,glucose-4h,fondsat,True,True,84.46672391938046,98.23828125,False,False,17
675,miner,p10,prp-4h,prp,True,True,527.8867535030004,1184.7734375,False,False,19
678,miner,p38,paladinus-4h,paladinus,True,True,353.040243719006,3141.03515625,False,False,30
680,miner,p38,minisat-4h,fondsat,True,True,1269.4099013628438,265.671875,False,False,22
681,miner,p38,glucose-4h,fondsat,True,True,1032.792781248223,392.08984375,False,False,22
690,miner,p40,paladinus-4h,paladinus,True,True,39.54314218298532,496.5703125,False,False,23
692,miner,p40,minisat-4h,fondsat,True,True,1546.1160072702914,783.625,False,False,23
693,miner,p40,glucose-4h,fondsat,True,True,770.0572037808597,319.80078125,False,False,23
702,miner,p46,paladinus-4h,paladinus,True,True,1063.799631192116,3078.0625,False,False,40
704,miner,p46,minisat-4h,fondsat,True,True,3852.980706454255,639.46875,False,False,26
705,miner,p46,glucose-4h,fondsat,True,True,1657.6362653891556,441.34765625,False,False,26
716,miner,p32,minisat-4h,fondsat,True,True,1353.7581924470142,362.91015625,False,False,24
717,miner,p32,glucose-4h,fondsat,True,True,991.553344908636,375.4609375,False,False,24
726,miner,p05,paladinus-4h,paladinus,True,True,3.296643005916849,103.20703125,False,False,21
728,miner,p05,minisat-4h,fondsat,True,True,86.79200385091826,59.08203125,False,False,19
729,miner,p05,glucose-4h,fondsat,True,True,39.317188444081694,26.21484375,False,False,19
735,miner,p05,prp-4h,prp,True,True,12.762802704935892,30.2109375,False,False,20
738,miner,p34,paladinus-4h,paladinus,True,True,232.0190741638653,2894.2578125,False,False,26
740,miner,p34,minisat-4h,fondsat,True,True,433.15176283800974,134.1171875,False,False,20
741,miner,p34,glucose-4h,fondsat,True,True,370.199610855896,198.0234375,False,False,20
750,miner,p33,paladinus-4h,paladinus,True,True,10.1619831379503,152.4453125,False,False,22
752,miner,p33,minisat-4h,fondsat,True,True,1680.2344812033698,352.203125,False,False,22
753,miner,p33,glucose-4h,fondsat,True,True,683.3208514312282,273.1484375,False,False,22
759,miner,p33,prp-4h,prp,True,True,417.2522795351688,651.7890625,False,False,30
764,miner,p45,minisat-4h,fondsat,True,True,4583.748723481782,704.19140625,False,False,28
765,miner,p45,glucose-4h,fondsat,True,True,2714.4734140238725,630.73828125,False,False,28
774,miner,p28,paladinus-4h,paladinus,True,True,63.59156943298876,1100.23046875,False,False,25
776,miner,p28,minisat-4h,fondsat,True,True,599.5385575359687,262.01953125,False,False,22
777,miner,p28,glucose-4h,fondsat,True,True,362.7064237366431,197.18359375,False,False,22
786,miner,p43,paladinus-4h,paladinus,True,True,12.483872991986573,146.35546875,False,False,22
788,miner,p43,minisat-4h,fondsat,True,True,1036.381994268857,276.57421875,False,False,22
789,miner,p43,glucose-4h,fondsat,True,True,899.308728476055,326.796875,False,False,22
798,miner,p39,paladinus-4h,paladinus,True,True,184.3626007849816,1908.4140625,False,False,24
800,miner,p39,minisat-4h,fondsat,True,True,2028.5965438648127,346.72265625,False,False,24
801,miner,p39,glucose-4h,fondsat,True,True,1297.090290420223,389.05859375,False,False,24
810,miner,p21,paladinus-4h,paladinus,True,True,25.464890226954594,442.74609375,False,False,27
812,miner,p21,minisat-4h,fondsat,True,True,582.2927780905738,185.30078125,False,False,23
813,miner,p21,glucose-4h,fondsat,True,True,309.0347993117757,119.47265625,False,False,23
819,miner,p21,prp-4h,prp,True,True,280.8864751998335,565.37109375,False,False,26
822,miner,p11,paladinus-4h,paladinus,True,True,129.4119667869527,2729.6015625,False,False,25
824,miner,p11,minisat-4h,fondsat,True,True,128.57910989318043,44.453125,False,False,19
825,miner,p11,glucose-4h,fondsat,True,True,94.74261865997688,101.5390625,False,False,19
834,miner,p51,paladinus-4h,paladinus,True,True,35.08532231091522,228.9609375,False,False,25
836,miner,p51,minisat-4h,fondsat,True,True,4076.166922785808,593.09375,False,False,25
837,miner,p51,glucose-4h,fondsat,True,True,2925.154695466161,869.96875,False,False,25
846,miner,p31,paladinus-4h,paladinus,True,True,21.596874427050352,355.6015625,False,False,21
848,miner,p31,minisat-4h,fondsat,True,True,290.51461903983727,111.66796875,False,False,19
849,miner,p31,glucose-4h,fondsat,True,True,210.16195324109867,132.765625,False,False,19
855,miner,p31,prp-4h,prp,True,True,32.74927217094228,72.4765625,False,False,22
860,miner,p37,minisat-4h,fondsat,True,True,828.4276543362066,212.64453125,False,False,21
861,miner,p37,glucose-4h,fondsat,True,True,452.2153796260245,232.5859375,False,False,21
870,miner,p19,paladinus-4h,paladinus,True,True,9.101063166046517,131.3203125,False,False,23
872,miner,p19,minisat-4h,fondsat,True,True,423.1339708128944,130.765625,False,False,21
873,miner,p19,glucose-4h,fondsat,True,True,425.41073777806014,163.453125,False,False,21
882,miner,p04,paladinus-4h,paladinus,True,True,3.108331921044737,94.05078125,False,False,17
884,miner,p04,minisat-4h,fondsat,True,True,104.84874473512173,72.30859375,False,False,17
885,miner,p04,glucose-4h,fondsat,True,True,45.099397455807775,23.49609375,False,False,17
894,doors,p06,paladinus-4h,paladinus,True,True,0.6103885441552848,0.70703125,False,False,255
895,doors,p06,minisat-4h,fondsat,True,True,42.24051819881424,48.81640625,False,False,15
896,doors,p06,glucose-4h,fondsat,True,True,7.561972023919225,1.03125,False,False,15
900,doors,p06,prp-4h,prp,True,True,0.1931630549952387,1.19921875,False,False,16
902,doors,p01,paladinus-4h,paladinus,True,True,0.4121083370409906,0.94921875,False,False,7
903,doors,p01,minisat-4h,fondsat,True,True,0.3621890051290393,1.203125,False,False,5
904,doors,p01,glucose-4h,fondsat,True,True,0.2341598570346832,1.53515625,False,False,5
908,doors,p01,prp-4h,prp,True,True,0.1438542839605361,1.19921875,False,False,4
910,doors,p13,paladinus-4h,paladinus,True,True,535.7424785362091,551.53515625,False,False,32767
912,doors,p13,glucose-4h,fondsat,True,True,1314.8037036573514,203.8671875,False,False,29
916,doors,p13,prp-4h,prp,True,True,2.4381163741927594,38.64453125,False,False,30
918,doors,p14,paladinus-4h,paladinus,True,True,6719.913356598932,1409.20703125,False,False,65535
920,doors,p14,glucose-4h,fondsat,True,True,2327.6746961930767,255.02734375,False,False,31
924,doors,p14,prp-4h,prp,True,True,4.5181659769732505,67.6796875,False,False,32
926,doors,p03,paladinus-4h,paladinus,True,True,0.401795846875757,1.11328125,False,False,31
927,doors,p03,minisat-4h,fondsat,True,True,1.2142227748408914,1.07421875,False,False,9
928,doors,p03,glucose-4h,fondsat,True,True,0.8551445440389216,1.3828125,False,False,9
932,doors,p03,prp-4h,prp,True,True,0.1664798979181796,1.15625,False,False,6
934,doors,p07,paladinus-4h,paladinus,True,True,0.7035044250078499,1.26171875,False,False,511
935,doors,p07,minisat-4h,fondsat,True,True,100.37921527400611,95.578125,False,False,17
936,doors,p07,glucose-4h,fondsat,True,True,14.171462353784593,1.5546875,False,False,17
940,doors,p07,prp-4h,prp,True,True,0.2152481079101562,1.28515625,False,False,18
942,doors,p09,paladinus-4h,paladinus,True,True,1.812185124959797,73.65625,False,False,2047
943,doors,p09,minisat-4h,fondsat,True,True,2530.007004409097,711.83984375,False,False,21
944,doors,p09,glucose-4h,fondsat,True,True,55.67039801971987,43.78125,False,False,21
948,doors,p09,prp-4h,prp,True,True,0.324852286837995,1.30078125,False,False,22
950,doors,p12,paladinus-4h,paladinus,True,True,69.56878607720137,302.328125,False,False,16383
952,doors,p12,glucose-4h,fondsat,True,True,746.3637847239152,202.578125,False,False,27
956,doors,p12,prp-4h,prp,True,True,1.0038194118533283,0.90625,False,False,28
958,doors,p08,paladinus-4h,paladinus,True,True,1.0005408090073615,1.30078125,False,False,1023
959,doors,p08,minisat-4h,fondsat,True,True,552.8292798581533,265.7734375,False,False,19
960,doors,p08,glucose-4h,fondsat,True,True,30.56954166898504,21.08203125,False,False,19
964,doors,p08,prp-4h,prp,True,True,0.2827219539321959,1.1171875,False,False,20
968,doors,p15,glucose-4h,fondsat,True,True,3729.83043149719,319.859375,False,False,33
971,doors,p15,prp-4h,prp,True,True,8.65154304006137,122.04296875,False,False,34
973,doors,p02,paladinus-4h,paladinus,True,True,0.436202340060845,1.23828125,False,False,15
974,doors,p02,minisat-4h,fondsat,True,True,0.4854974020272493,1.40625,False,False,7
975,doors,p02,glucose-4h,fondsat,True,True,0.3980907490476966,1.72265625,False,False,7
979,doors,p02,prp-4h,prp,True,True,0.1486773330252617,1.1171875,False,False,5
981,doors,p10,paladinus-4h,paladinus,True,True,4.148554946063086,102.18359375,False,False,4095
982,doors,p10,minisat-4h,fondsat,True,True,9905.16175642796,2014.44140625,False,False,23
983,doors,p10,glucose-4h,fondsat,True,True,130.38210639590395,100.30859375,False,False,23
987,doors,p10,prp-4h,prp,True,True,0.4389333541039377,0.8515625,False,False,24
989,doors,p05,paladinus-4h,paladinus,True,True,0.4981345110572874,1.14453125,False,False,127
990,doors,p05,minisat-4h,fondsat,True,True,9.180148094892502,1.3984375,False,False,13
991,doors,p05,glucose-4h,fondsat,True,True,3.797236026730389,1.2578125,False,False,13
995,doors,p05,prp-4h,prp,True,True,0.1930309562012553,0.90234375,False,False,14
997,doors,p11,paladinus-4h,paladinus,True,True,14.453057141043246,155.640625,False,False,8191
999,doors,p11,glucose-4h,fondsat,True,True,320.98500290093943,152.89453125,False,False,25
1003,doors,p11,prp-4h,prp,True,True,0.7176255460362881,1.31640625,False,False,26
1005,doors,p04,paladinus-4h,paladinus,True,True,0.4816442271694541,0.85546875,False,False,63
1006,doors,p04,minisat-4h,fondsat,True,True,3.406451676040888,1.17578125,False,False,11
1007,doors,p04,glucose-4h,fondsat,True,True,1.776269786991179,1.48046875,False,False,11
1011,doors,p04,prp-4h,prp,True,True,0.1805034601129591,0.8984375,False,False,12
1013,tireworld,p06,paladinus-4h,paladinus,True,True,0.6525283039081842,1.20703125,False,False,6
1014,tireworld,p06,minisat-4h,fondsat,True,True,0.6613662238232791,1.5703125,False,False,5
1015,tireworld,p06,glucose-4h,fondsat,True,True,0.7777167060412467,1.41015625,False,False,5
1017,tireworld,p06,prp-4h,prp,True,True,0.1458485019393265,1.28515625,False,False,7
1019,tireworld,p13,paladinus-4h,paladinus,True,True,1.008938156068325,1.1171875,False,False,6
1020,tireworld,p13,minisat-4h,fondsat,True,True,3.199246334843337,1.04296875,False,False,5
1021,tireworld,p13,glucose-4h,fondsat,True,True,3.0779088540002704,0.98828125,False,False,5
1023,tireworld,p13,prp-4h,prp,True,True,0.2093268828466534,0.72265625,False,False,7
1025,tireworld,p14,paladinus-4h,paladinus,True,True,1.3008260990027338,63.86328125,False,False,21
1026,tireworld,p14,minisat-4h,fondsat,True,True,17.695395766291767,1.24609375,False,False,11
1027,tireworld,p14,glucose-4h,fondsat,True,True,16.71113282535225,1.3125,False,False,11
1029,tireworld,p14,prp-4h,prp,True,True,0.2517243309412151,0.890625,False,False,15
1031,tireworld,p03,paladinus-4h,paladinus,True,True,0.5269253829028457,0.703125,False,False,6
1032,tireworld,p03,minisat-4h,fondsat,True,True,0.626220784150064,1.05859375,False,False,5
1033,tireworld,p03,glucose-4h,fondsat,True,True,0.593868053983897,0.8828125,False,False,5
1035,tireworld,p03,prp-4h,prp,True,True,0.1519415220245719,0.92578125,False,False,6
1037,tireworld,p07,paladinus-4h,paladinus,True,True,0.6205825400538743,1.0625,False,False,12
1038,tireworld,p07,minisat-4h,fondsat,True,True,2.780128513928503,1.25,False,False,9
1039,tireworld,p07,glucose-4h,fondsat,True,True,2.7105855103582144,1.50390625,False,False,9
1041,tireworld,p07,prp-4h,prp,True,True,0.5706860090140253,1.20703125,False,False,53
1043,tireworld,p12,paladinus-4h,paladinus,True,True,0.7625864271540195,0.73828125,False,False,2
1044,tireworld,p12,minisat-4h,fondsat,True,True,0.8705197698436677,1.0859375,False,False,3
1045,tireworld,p12,glucose-4h,fondsat,True,True,1.0507365949451923,1.25390625,False,False,3
1047,tireworld,p12,prp-4h,prp,True,True,0.1828295239247381,0.91796875,False,False,3
1049,tireworld,p08,paladinus-4h,paladinus,True,True,0.8689119860064238,0.2890625,False,False,13
1050,tireworld,p08,minisat-4h,fondsat,True,True,2.7407552930526435,1.1328125,False,False,8
1051,tireworld,p08,glucose-4h,fondsat,True,True,2.337298519909382,5.6875,False,False,8
1053,tireworld,p08,prp-4h,prp,True,True,0.1659692949615419,1.08203125,False,False,11
1055,tireworld,p02,paladinus-4h,paladinus,True,True,0.5030342459212989,0.671875,False,False,2
1056,tireworld,p02,minisat-4h,fondsat,True,True,0.4929861999116838,0.6953125,False,False,3
1057,tireworld,p02,glucose-4h,fondsat,True,True,0.3743330659344792,1.703125,False,False,3
1059,tireworld,p02,prp-4h,prp,True,True,0.1353020791430026,1.125,False,False,3
1061,tireworld,p10,paladinus-4h,paladinus,True,True,0.6763576369266957,0.90625,False,False,2
1062,tireworld,p10,minisat-4h,fondsat,True,True,0.6799083189107478,1.0703125,False,False,3
1063,tireworld,p10,glucose-4h,fondsat,True,True,0.6057934951968491,1.65625,False,False,3
1065,tireworld,p10,prp-4h,prp,True,True,0.1768019262235611,0.82421875,False,False,3
1067,tireworld,p05,paladinus-4h,paladinus,True,True,0.6175758349709213,0.69921875,False,False,6
1068,tireworld,p05,minisat-4h,fondsat,True,True,0.6053676251322031,1.10546875,False,False,5
1069,tireworld,p05,glucose-4h,fondsat,True,True,0.5539385117590427,1.13671875,False,False,5
1071,tireworld,p05,prp-4h,prp,True,True,0.1802167708519846,0.7734375,False,False,7
1073,tireworld,p04,paladinus-4h,paladinus,True,True,0.6791752760764211,0.91015625,False,False,13
1074,tireworld,p04,minisat-4h,fondsat,True,True,1.997144231107086,1.1015625,False,False,8
1075,tireworld,p04,glucose-4h,fondsat,True,True,2.806848759297281,1.09765625,False,False,8
1077,tireworld,p04,prp-4h,prp,True,True,0.1445690600667148,1.26953125,False,False,11
1083,triangle-tireworld,p20,prp-4h,prp,True,True,12.334520537871867,74.64453125,False,False,240
1089,triangle-tireworld,p35,prp-4h,prp,True,True,233.5628239240032,469.5,False,False,420
1095,triangle-tireworld,p22,prp-4h,prp,True,True,19.290363921085373,95.85546875,False,False,264
1101,triangle-tireworld,p29,prp-4h,prp,True,True,82.96260747988708,241.39453125,False,False,348
1107,triangle-tireworld,p25,prp-4h,prp,True,True,36.18791271187365,144.7578125,False,False,300
1114,triangle-tireworld,p06,prp-4h,prp,True,True,0.4093574648723006,1.33203125,False,False,72
1116,triangle-tireworld,p01,paladinus-4h,paladinus,True,True,0.4936626788694411,1.20703125,False,False,11
1117,triangle-tireworld,p01,minisat-4h,fondsat,True,True,0.4053614060394466,1.5625,False,False,8
1118,triangle-tireworld,p01,glucose-4h,fondsat,True,True,0.3502270262688398,1.1640625,False,False,8
1121,triangle-tireworld,p01,prp-4h,prp,True,True,0.1503854731563478,1.2578125,False,False,12
1127,triangle-tireworld,p17,prp-4h,prp,True,True,5.501097483094782,45.92578125,False,False,204
1133,triangle-tireworld,p13,prp-4h,prp,True,True,2.340412652818486,24.93359375,False,False,156
1139,triangle-tireworld,p16,prp-4h,prp,True,True,4.617858685087413,38.33984375,False,False,192
1145,triangle-tireworld,p14,prp-4h,prp,True,True,2.7328366530127823,25.32421875,False,False,168
1147,triangle-tireworld,p03,paladinus-4h,paladinus,True,True,0.8990565349813551,0.75390625,False,False,35
1149,triangle-tireworld,p03,glucose-4h,fondsat,True,True,184.5808473192156,99.41796875,False,False,24
1152,triangle-tireworld,p03,prp-4h,prp,True,True,0.2207712850067764,0.9140625,False,False,36
1158,triangle-tireworld,p18,prp-4h,prp,True,True,7.737431671004742,52.91015625,False,False,216
1164,triangle-tireworld,p26,prp-4h,prp,True,True,46.56998780206777,163.29296875,False,False,312
1170,triangle-tireworld,p30,prp-4h,prp,True,True,96.77401402709074,263.20703125,False,False,360
1176,triangle-tireworld,p27,prp-4h,prp,True,True,52.46449945517816,186.62109375,False,False,324
1182,triangle-tireworld,p36,prp-4h,prp,True,True,282.1252160849981,513.4375,False,False,432
1188,triangle-tireworld,p24,prp-4h,prp,True,True,28.487756696995348,126.0625,False,False,288
1194,triangle-tireworld,p07,prp-4h,prp,True,True,0.6569930480327457,0.859375,False,False,84
1200,triangle-tireworld,p09,prp-4h,prp,True,True,0.7616427529137582,1.26171875,False,False,108
1206,triangle-tireworld,p23,prp-4h,prp,True,True,23.861423244932663,112.13671875,False,False,276
1212,triangle-tireworld,p12,prp-4h,prp,True,True,1.7569996879901737,18.875,False,False,144
1218,triangle-tireworld,p08,prp-4h,prp,True,True,0.6640527909621596,0.9140625,False,False,96
1224,triangle-tireworld,p15,prp-4h,prp,True,True,3.7352935259696096,32.3515625,False,False,180
1226,triangle-tireworld,p02,paladinus-4h,paladinus,True,True,0.6007787450216711,0.6640625,False,False,23
1227,triangle-tireworld,p02,minisat-4h,fondsat,True,True,24.27142779016868,1.37890625,False,False,16
1228,triangle-tireworld,p02,glucose-4h,fondsat,True,True,6.466805323027074,1.15234375,False,False,16
1231,triangle-tireworld,p02,prp-4h,prp,True,True,0.1939123969059437,1.1953125,False,False,24
1237,triangle-tireworld,p10,prp-4h,prp,True,True,1.0114399478770792,0.87109375,False,False,120
1243,triangle-tireworld,p38,prp-4h,prp,True,True,412.30974526098,626.4609375,False,False,456
1249,triangle-tireworld,p40,prp-4h,prp,True,True,438.2605835320428,759.296875,False,False,480
1255,triangle-tireworld,p32,prp-4h,prp,True,True,128.16097590490244,338.00390625,False,False,384
1257,triangle-tireworld,p05,paladinus-4h,paladinus,True,True,36.61057475488633,2025.22265625,False,False,59
1259,triangle-tireworld,p05,glucose-4h,fondsat,True,True,12896.226980986074,301.47265625,False,False,40
1262,triangle-tireworld,p05,prp-4h,prp,True,True,0.3728295271284878,0.828125,False,False,60
1268,triangle-tireworld,p34,prp-4h,prp,True,True,200.41716649313457,420.5078125,False,False,408
1274,triangle-tireworld,p33,prp-4h,prp,True,True,143.64134823298082,374.76171875,False,False,396
1280,triangle-tireworld,p28,prp-4h,prp,True,True,63.862964489962906,210.05078125,False,False,336
1286,triangle-tireworld,p39,prp-4h,prp,True,True,427.77530786185525,692.80078125,False,False,468
1292,triangle-tireworld,p21,prp-4h,prp,True,True,14.151839141966777,81.484375,False,False,252
1298,triangle-tireworld,p11,prp-4h,prp,True,True,1.6363224231172353,16.8671875,False,False,132
1304,triangle-tireworld,p31,prp-4h,prp,True,True,117.94073913199828,298.328125,False,False,372
1310,triangle-tireworld,p37,prp-4h,prp,True,True,306.836127683986,565.08984375,False,False,444
1316,triangle-tireworld,p19,prp-4h,prp,True,True,8.583956118905917,61.421875,False,False,228
1318,triangle-tireworld,p04,paladinus-4h,paladinus,True,True,4.508518541930243,227.16015625,False,False,47
1320,triangle-tireworld,p04,glucose-4h,fondsat,True,True,2420.953439405188,192.1953125,False,False,32
1323,triangle-tireworld,p04,prp-4h,prp,True,True,0.2746066730469465,1.328125,False,False,48
1325,elevators,p06,paladinus-4h,paladinus,True,True,32.48570953309536,125.85546875,False,False,33
1326,elevators,p06,minisat-4h,fondsat,True,True,1215.623308001086,470.46484375,False,False,23
1327,elevators,p06,glucose-4h,fondsat,True,True,48.20600026007742,19.95703125,False,False,23
1332,elevators,p06,prp-4h,prp,True,True,0.243300287052989,1.27734375,False,False,33
1335,elevators,p01,paladinus-4h,paladinus,True,True,0.829985850956291,1.30078125,False,False,18
1336,elevators,p01,minisat-4h,fondsat,True,True,4.3419208959676325,1.453125,False,False,14
1337,elevators,p01,glucose-4h,fondsat,True,True,2.8970455368980765,1.1015625,False,False,14
1342,elevators,p01,prp-4h,prp,True,True,0.1967505931388586,1.2265625,False,False,15
1349,elevators,p13,prp-4h,prp,True,True,0.5664613160770386,1.1484375,False,False,147
1356,elevators,p14,prp-4h,prp,True,True,0.2889176879543811,1.22265625,False,False,56
1359,elevators,p03,paladinus-4h,paladinus,True,True,2.599853578954935,84.2109375,False,False,27
1360,elevators,p03,minisat-4h,fondsat,True,True,10.074631358031183,0.9375,False,False,16
1361,elevators,p03,glucose-4h,fondsat,True,True,4.835563119035214,1.12890625,False,False,16
1366,elevators,p03,prp-4h,prp,True,True,0.1784878938924521,0.9453125,False,False,17
1369,elevators,p07,paladinus-4h,paladinus,True,True,5.436131151858717,122.20703125,False,False,29
1370,elevators,p07,minisat-4h,fondsat,True,True,2526.5588838192634,658.51953125,False,False,23
1371,elevators,p07,glucose-4h,fondsat,True,True,46.52842371212319,58.703125,False,False,23
1376,elevators,p07,prp-4h,prp,True,True,0.1635628908406943,1.2890625,False,False,27
1385,elevators,p09,prp-4h,prp,True,True,0.2640495910309255,1.078125,False,False,67
1392,elevators,p12,prp-4h,prp,True,True,0.2638472800608724,1.234375,False,False,47
1402,elevators,p08,prp-4h,prp,True,True,0.2701351279392838,0.89453125,False,False,44
1409,elevators,p15,prp-4h,prp,True,True,0.4092266079969704,0.8046875,False,False,96
1412,elevators,p02,paladinus-4h,paladinus,True,True,0.5709849889390171,1.14453125,False,False,10
1413,elevators,p02,minisat-4h,fondsat,True,True,0.6872690003365278,1.09765625,False,False,9
1414,elevators,p02,glucose-4h,fondsat,True,True,0.7128643891774118,1.58203125,False,False,9
1419,elevators,p02,prp-4h,prp,True,True,0.208430531900376,1.13671875,False,False,10
1426,elevators,p10,prp-4h,prp,True,True,0.3003677539527416,1.125,False,False,59
1429,elevators,p05,paladinus-4h,paladinus,True,True,0.6950671288650483,0.4765625,False,False,14
1430,elevators,p05,minisat-4h,fondsat,True,True,1.8752653142437337,1.0625,False,False,12
1431,elevators,p05,glucose-4h,fondsat,True,True,1.6085529141128063,1.55078125,False,False,12
1436,elevators,p05,prp-4h,prp,True,True,0.1565259820781648,0.85546875,False,False,14
1443,elevators,p11,prp-4h,prp,True,True,0.6129683561157435,0.82421875,False,False,66
1446,elevators,p04,paladinus-4h,paladinus,True,True,0.6220630658790469,1.22265625,False,False,14
1447,elevators,p04,minisat-4h,fondsat,True,True,3.7839556536637247,1.59375,False,False,14
1448,elevators,p04,glucose-4h,fondsat,True,True,2.560435738880188,1.2421875,False,False,14
1453,elevators,p04,prp-4h,prp,True,True,0.1667878578882664,1.31640625,False,False,15
1456,chain-of-rooms,p2,paladinus-4h,paladinus,True,True,1.068938191048801,65.78515625,False,False,58
1460,chain-of-rooms,p2,prp-4h,prp,True,True,0.2666740459389984,0.8984375,False,False,59
1466,chain-of-rooms,p8,prp-4h,prp,True,True,1.0699390559457242,17.32421875,False,False,239
1468,chain-of-rooms,p5,paladinus-4h,paladinus,True,True,1582.7366698118858,130.14453125,False,False,148
1472,chain-of-rooms,p5,prp-4h,prp,True,True,0.5271928748115897,0.8671875,False,False,149
1474,chain-of-rooms,p1,paladinus-4h,paladinus,True,True,0.5384601689875126,0.86328125,False,False,28
1476,chain-of-rooms,p1,glucose-4h,fondsat,True,True,218.4752790019848,127.5234375,False,False,28
1478,chain-of-rooms,p1,prp-4h,prp,True,True,0.1684893039055168,1.2109375,False,False,29
1484,chain-of-rooms,p10,prp-4h,prp,True,True,1.9443098569754511,17.7734375,False,False,299
1486,chain-of-rooms,p4,paladinus-4h,paladinus,True,True,34.141109936870635,125.29296875,False,False,118
1490,chain-of-rooms,p4,prp-4h,prp,True,True,0.4493642980232835,1.31640625,False,False,119
1492,chain-of-rooms,p6,paladinus-4h,paladinus,True,True,13093.603713007178,139.796875,False,False,178
1496,chain-of-rooms,p6,prp-4h,prp,True,True,0.7942589218728244,0.82421875,False,False,179
1498,chain-of-rooms,p3,paladinus-4h,paladinus,True,True,9.71294752578251,117.09375,False,False,88
1502,chain-of-rooms,p3,prp-4h,prp,True,True,0.354837377090007,0.79296875,False,False,89
1508,chain-of-rooms,p7,prp-4h,prp,True,True,1.043547488981858,16.1171875,False,False,209
1514,chain-of-rooms,p9,prp-4h,prp,True,True,1.507494664983824,17.40234375,False,False,269
1516,blocksworld,p2,paladinus-4h,paladinus,True,True,0.5526745880488306,1.25,False,False,3
1517,blocksworld,p2,minisat-4h,fondsat,True,True,0.3008877499960363,1.05859375,False,False,3
1518,blocksworld,p2,glucose-4h,fondsat,True,True,0.2710618460550904,1.6015625,False,False,3
1520,blocksworld,p2,prp-4h,prp,True,True,0.1559690148569643,1.23828125,False,False,4
1526,blocksworld,p20,prp-4h,prp,True,True,8.801151151070371,114.78125,False,False,50
1532,blocksworld,p35,prp-4h,prp,True,True,72.61159351002425,522.40234375,False,False,98
1538,blocksworld,p22,prp-4h,prp,True,True,11.654613711871209,133.140625,False,False,55
1544,blocksworld,p29,prp-4h,prp,True,True,31.60087945498526,298.765625,False,False,75
1550,blocksworld,p25,prp-4h,prp,True,True,17.612373255193233,203.9453125,False,False,70
1556,blocksworld,p17,prp-4h,prp,True,True,5.077481491025537,68.99609375,False,False,49
1562,blocksworld,p13,prp-4h,prp,True,True,2.165192859014496,45.88671875,False,False,38
1565,blocksworld,p8,minisat-4h,fondsat,True,True,5260.577208047733,1144.83984375,False,False,17
1566,blocksworld,p8,glucose-4h,fondsat,True,True,838.8727847416885,416.59375,False,False,17
1568,blocksworld,p8,prp-4h,prp,True,True,0.4892771870363503,0.91796875,False,False,18
1574,blocksworld,p16,prp-4h,prp,True,True,4.319390532094985,62.515625,False,False,49
1580,blocksworld,p14,prp-4h,prp,True,True,2.862973832990974,47.30078125,False,False,39
1586,blocksworld,p18,prp-4h,prp,True,True,6.127043495886028,89.11328125,False,False,49
1592,blocksworld,p26,prp-4h,prp,True,True,22.05325613310561,225.97265625,False,False,71
1598,blocksworld,p30,prp-4h,prp,True,True,37.08987195789814,336.2578125,False,False,82
1600,blocksworld,p5,paladinus-4h,paladinus,True,True,2.312049292959273,80.5390625,False,False,13
1601,blocksworld,p5,minisat-4h,fondsat,True,True,29.54517961293459,1.4765625,False,False,13
1602,blocksworld,p5,glucose-4h,fondsat,True,True,43.21462829085067,52.59765625,False,False,13
1604,blocksworld,p5,prp-4h,prp,True,True,0.2930970368906855,1.015625,False,False,14
1610,blocksworld,p27,prp-4h,prp,True,True,25.036343093030155,240.67578125,False,False,69
1616,blocksworld,p36,prp-4h,prp,True,True,81.22421604278497,566.2421875,False,False,95
1622,blocksworld,p24,prp-4h,prp,True,True,17.032802629983053,182.01953125,False,False,61
1628,blocksworld,p23,prp-4h,prp,True,True,12.557373558869584,159.10546875,False,False,62
1634,blocksworld,p12,prp-4h,prp,True,True,1.5534988471772522,8.18359375,False,False,31
1640,blocksworld,p15,prp-4h,prp,True,True,3.333933987887576,52.51171875,False,False,35
1642,blocksworld,p1,paladinus-4h,paladinus,True,True,0.4816876749973744,2.1328125,False,False,5
1643,blocksworld,p1,minisat-4h,fondsat,True,True,0.4966985769569874,1.72265625,False,False,5
1644,blocksworld,p1,glucose-4h,fondsat,True,True,0.4138828692957759,1.71484375,False,False,5
1646,blocksworld,p1,prp-4h,prp,True,True,0.167752947891131,1.1640625,False,False,6
1652,blocksworld,p10,prp-4h,prp,True,True,1.1392301018349826,14.9765625,False,False,26
1654,blocksworld,p4,paladinus-4h,paladinus,True,True,0.859347672900185,0.7421875,False,False,9
1655,blocksworld,p4,minisat-4h,fondsat,True,True,2.6213865438476205,1.08203125,False,False,8
1656,blocksworld,p4,glucose-4h,fondsat,True,True,4.165420059114695,1.0625,False,False,8
1658,blocksworld,p4,prp-4h,prp,True,True,0.2146384790539741,0.62890625,False,False,9
1664,blocksworld,p38,prp-4h,prp,True,True,98.85226915893143,658.25,False,False,102
1670,blocksworld,p40,prp-4h,prp,True,True,122.87409197492524,766.7421875,False,False,116
1673,blocksworld,p6,minisat-4h,fondsat,True,True,49.67139045428485,51.203125,False,False,13
1674,blocksworld,p6,glucose-4h,fondsat,True,True,93.56196433212608,97.3203125,False,False,13
