instance,sim,num_states,num_threads,cpu_time,time,solve_time,choices,conflicts,restarts,variables,constraints
2,6,30,8,41.684,6.556,5.88,244895,33765,73,67907,352896
4,34,13,2,2.348,1.552,0.81,48422,5318,22,64635,281998
2,67,30,8,43.521,6.746,6.07,315262,40864,93,67907,352896
2,32,30,4,39.891,10.531,9.8,234175,59279,101,67907,352896
1,70,8,2,1.783,1.241,0.55,2867,1254,6,38592,228936
3,57,9,10,11.357,2.295,1.49,20088,6737,25,75987,301424
4,51,14,6,7.198,1.867,1.08,236220,4487,20,74042,325498
1,40,8,1,1.41,1.41,0.65,2428,1294,11,38692,229592
4,63,13,8,2.922,1.009,0.33,10455,1663,7,64635,281998
1,88,8,4,2.226,1.051,0.4,4344,1621,8,38592,228936
2,47,30,2,51.417,26.175,25.44,685853,105063,271,67907,352896
4,48,13,4,2.266,1.144,0.39,7862,1711,9,64635,281998
4,5,14,1,1.904,1.917,0.95,6875,2910,16,74857,329151
3,4,9,4,8.578,2.801,1.94,17724,5615,18,75987,301424
2,92,30,4,47.365,12.398,11.67,296609,60390,103,67907,352896
2,62,30,4,45.433,11.943,11.21,237415,61524,110,67907,352896
3,68,9,10,11.439,2.339,1.52,34333,7672,26,75987,301424
2,18,30,4,45.101,11.842,11.1,206903,63873,110,67907,352896
3,86,10,6,17.076,3.678,2.7,31354,12623,38,91963,368948
4,81,14,10,4.959,1.394,0.6,56199,2726,11,74042,325498
1,1,9,10,5.556,1.411,0.67,23133,2930,14,48290,292269
2,53,30,4,43.642,11.472,10.74,225206,57550,112,67907,352896
3,19,10,1,9.139,9.139,7.85,33761,13471,62,92122,376763
3,65,10,8,24.843,4.424,3.44,70833,11212,31,91963,368948
4,0,14,6,4.371,1.411,0.61,39843,3347,17,74042,325498
2,28,30,6,54.224,9.866,9.11,553489,65167,152,67907,352896
1,20,8,2,1.655,1.177,0.49,2476,1188,6,38592,228936
3,49,10,10,31.853,5.296,4.31,46004,15353,45,91963,368948
1,34,8,1,1.367,1.367,0.61,2428,1294,11,38692,229592
1,7,9,4,3.996,1.611,0.8,10152,2870,12,48290,292269
4,61,13,2,1.858,1.316,0.56,16369,3799,16,64635,281998
1,76,8,4,2.385,1.09,0.44,4642,1816,10,38592,228936
1,35,9,10,4.648,1.312,0.57,16985,2313,10,48290,292269
3,73,9,2,4.032,2.456,1.6,62522,5351,17,75987,301424
1,49,8,4,2.135,1.025,0.38,4090,1490,7,38592,228936
3,98,9,8,10.285,2.188,1.39,45736,6880,26,75987,301424
2,89,31,1,47.812,47.812,46.86,840718,108940,317,72399,379593
3,34,10,10,23.979,4.235,3.24,43471,13415,43,91963,368948
2,14,31,8,37.924,6.007,5.29,632398,32015,74,72417,379534
2,20,30,2,38.283,19.521,18.79,610498,79620,221,67907,352896
4,4,13,10,4.097,1.18,0.5,18213,2580,8,64635,281998
1,71,8,2,1.561,1.137,0.44,2282,1089,5,38592,228936
1,34,8,10,3.477,1.002,0.41,12216,1686,7,38592,228936
3,4,10,4,16.02,4.806,3.75,43855,13356,32,91963,368948
3,21,9,8,10.886,2.276,1.47,48836,6642,26,75987,301424
3,16,9,1,3.922,3.923,2.94,9306,5450,29,76110,307683
2,3,31,8,47.377,7.343,6.61,377318,38799,88,72417,379534
1,51,8,2,1.834,1.269,0.58,2825,1316,5,38592,228936
3,89,9,1,3.895,3.895,2.93,9306,5450,29,76110,307683
3,57,9,8,9.345,2.073,1.25,17716,5394,20,75987,301424
1,90,9,1,1.347,1.347,0.41,1864,850,5,48410,293019
1,6,8,1,1.358,1.358,0.62,2428,1294,11,38692,229592
3,60,10,2,6.926,4.019,2.96,18033,8559,28,91963,368948
3,30,10,6,19.058,4.006,3.03,97219,15379,47,91963,368948
4,84,14,10,5.385,1.459,0.66,26772,3119,12,74042,325498
2,17,30,2,44.11,22.451,21.7,660796,93875,266,67907,352896
4,15,13,2,1.95,1.36,0.61,63708,4393,23,64635,281998
1,49,9,6,2.835,1.175,0.36,12672,1426,7,48290,292269
3,53,10,2,7.478,4.286,3.22,28178,11438,36,91963,368948
3,16,10,2,17.986,9.527,8.48,581201,22442,71,91963,368948
4,19,13,6,2.569,1.007,0.33,25852,1613,9,64635,281998
3,17,10,8,20.606,3.842,2.83,53955,14752,48,91963,368948
1,15,9,2,1.498,1.197,0.32,2218,762,3,48290,292269
1,63,8,6,2.593,0.986,0.34,9131,1409,8,38592,228936
4,12,14,8,4.596,1.343,0.55,42496,2852,15,74042,325498
1,90,8,10,3.142,0.972,0.38,7717,1391,6,38592,228936
4,22,13,6,2.706,1.046,0.35,24290,1908,10,64635,281998
3,68,9,6,10.262,2.468,1.59,146492,8489,35,75987,301424
4,56,13,6,2.802,1.042,0.36,22292,2064,11,64635,281998
1,68,9,10,4.348,1.265,0.53,9229,2191,9,48290,292269
2,67,30,1,63.677,63.677,62.82,926909,142955,430,67889,352953
2,89,31,6,22.392,4.463,3.67,501067,31920,86,72417,379534
1,60,9,8,3.573,1.16,0.41,9775,1970,10,48290,292269
3,40,9,1,3.888,3.888,2.92,9306,5450,29,76110,307683
1,47,8,2,1.717,1.205,0.52,2621,1240,6,38592,228936
2,98,30,4,43.934,11.559,10.81,241475,59804,103,67907,352896
2,86,31,8,37.913,6.047,5.32,444720,32879,100,72417,379534
4,7,13,1,2.021,2.021,1.16,41437,3744,18,65381,285370
4,98,14,1,1.89,1.892,0.93,6875,2910,16,74857,329151
2,83,30,1,63.827,64.034,63.16,926909,142955,430,67889,352953
2,65,31,10,42.592,6.673,5.95,396487,36811,68,72417,379534
2,69,30,2,48.123,24.466,23.71,730986,97889,247,67907,352896
2,21,30,6,56.673,10.221,9.47,440505,71919,153,67907,352896
2,84,30,10,55.872,8.329,7.65,267036,43258,90,67907,352896
4,27,13,4,2.349,1.156,0.41,16014,1574,9,64635,281998
1,60,9,4,3.843,1.579,0.77,8250,3010,13,48290,292269
2,98,31,4,41.664,11.03,10.23,255353,58204,110,72417,379534
1,12,9,1,1.322,1.322,0.39,1864,850,5,48410,293019
4,17,13,4,2.524,1.194,0.46,8040,1997,10,64635,281998
3,41,10,6,22.616,4.603,3.63,104617,14991,47,91963,368948
4,7,14,4,3.784,1.599,0.74,135843,3234,17,74042,325498
3,24,9,4,5.846,2.112,1.26,41148,6312,22,75987,301424
2,46,30,2,62.814,31.839,31.1,961596,130136,352,67907,352896
2,49,30,8,53.855,8.259,7.55,527616,46769,103,67907,352896
3,7,9,2,3.252,2.074,1.2,7000,4069,11,75987,301424
1,4,8,1,1.352,1.352,0.62,2428,1294,11,38692,229592
3,39,10,4,20.566,5.948,4.9,117052,14174,42,91963,368948
1,65,8,2,1.703,1.203,0.51,3094,1329,6,38592,228936
3,10,9,8,7.902,1.804,1,16867,5035,20,75987,301424
1,70,9,2,1.865,1.373,0.51,2905,1249,5,48290,292269
3,52,10,10,34.058,5.602,4.63,53192,18687,49,91963,368948
1,6,9,10,2.178,0.962,0.22,3934,468,0,48290,292269
4,44,14,4,3.244,1.47,0.61,24485,2843,14,74042,325498
1,78,9,2,2.021,1.448,0.59,3436,1359,5,48290,292269
3,45,10,6,20.409,4.235,3.26,60588,15190,42,91963,368948
4,27,14,6,3.591,1.266,0.48,68839,2910,15,74042,325498
1,17,9,1,1.335,1.335,0.39,1864,850,5,48410,293019
3,23,10,2,7.356,4.222,3.16,59466,10518,38,91963,368948
1,79,8,2,1.75,1.229,0.53,2717,1334,6,38592,228936
3,97,10,4,12.963,4.055,3,56751,11971,32,91963,368948
4,4,13,6,2.631,1.017,0.34,16734,1952,8,64635,281998
1,32,8,10,2.762,0.929,0.34,4701,1311,4,38592,228936
3,29,10,1,9.091,9.091,7.9,33761,13471,62,92122,376763
4,23,14,6,4.012,1.338,0.55,48763,3457,18,74042,325498
4,75,14,6,3.767,1.293,0.51,53311,3452,18,74042,325498
2,62,30,6,60.771,10.919,10.18,495880,75342,147,67907,352896
2,95,31,1,47.603,47.831,46.93,840718,108940,317,72399,379593
3,14,10,8,23.106,4.195,3.21,69566,15083,47,91963,368948
3,67,10,4,16.561,4.97,3.89,53824,12752,30,91963,368948
2,16,30,8,59.518,9.028,8.36,519335,56907,119,67907,352896
1,70,8,4,2.196,1.04,0.4,4224,1546,8,38592,228936
1,75,9,8,4.392,1.29,0.55,14567,2387,11,48290,292269
1,92,9,8,5.572,1.431,0.69,41466,3239,15,48290,292269
1,11,9,8,3.548,1.152,0.41,6419,1639,8,48290,292269
1,99,8,10,3.059,0.951,0.36,8673,1791,7,38592,228936
1,58,9,6,4.138,1.386,0.57,11362,2620,12,48290,292269
4,1,14,8,5.307,1.459,0.66,76242,4313,22,74042,325498
3,4,9,2,3.033,1.966,1.09,7911,4326,16,75987,301424
3,82,9,1,3.827,3.827,2.86,9306,5450,29,76110,307683
1,11,9,4,2.256,1.168,0.37,4743,1442,6,48290,292269
3,66,9,4,9.907,3.147,2.28,28513,6016,23,75987,301424
2,37,31,2,75.172,38.034,37.25,981706,142367,347,72417,379534
1,97,9,6,3.79,1.319,0.51,12298,2310,10,48290,292269
4,99,14,8,6.304,1.6,0.81,47255,3063,14,74042,325498
4,14,14,8,5.353,1.46,0.66,67474,2835,12,74042,325498
4,91,13,10,3.53,1.094,0.41,18595,1888,6,64635,281998
2,8,30,4,44.108,11.615,10.88,211358,59102,99,67907,352896
4,58,13,4,2.872,1.289,0.54,7797,1893,10,64635,281998
1,68,9,1,1.314,1.314,0.4,1864,850,5,48410,293019
3,54,10,1,9.144,9.144,7.91,33761,13471,62,92122,376763
1,19,8,2,1.582,1.141,0.45,2380,1074,5,38592,228936
2,57,30,6,70.7,12.731,11.96,528329,84306,174,67907,352896
2,49,30,10,56.23,8.463,7.79,274708,47662,87,67907,352896
2,83,31,10,75.297,11.264,10.53,627270,61502,128,72417,379534
1,99,8,6,2.664,1.011,0.34,11536,1574,7,38592,228936
1,7,8,6,2.684,1.005,0.35,6771,1697,8,38592,228936
3,42,10,1,9.209,9.209,7.99,33761,13471,62,92122,376763
4,86,13,1,2.024,2.026,1.15,41437,3744,18,65381,285370
4,7,13,8,3.472,1.097,0.41,16637,1808,7,64635,281998
1,86,9,10,4.476,1.268,0.52,10635,2043,10,48290,292269
4,47,14,8,5.35,1.458,0.66,113972,3103,17,74042,325498
1,15,9,1,1.308,1.308,0.39,1864,850,5,48410,293019
4,55,13,2,1.333,1.047,0.3,5574,1576,6,64635,281998
1,69,8,10,3.076,0.95,0.36,4622,1401,5,38592,228936
3,59,10,2,8.867,4.994,3.93,30028,12680,32,91963,368948
1,22,9,4,2.454,1.234,0.41,5330,1562,8,48290,292269
1,42,8,2,1.855,1.29,0.58,2880,1463,6,38592,228936
2,62,30,1,63.49,63.491,62.63,926909,142955,430,67889,352953
2,84,30,1,63.708,63.804,62.97,926909,142955,430,67889,352953
2,28,31,4,32.86,8.831,8.02,281049,49374,101,72417,379534
2,74,31,2,25.495,13.177,12.38,488220,54475,176,72417,379534
1,8,8,1,1.351,1.351,0.61,2428,1294,11,38692,229592
1,93,8,10,3.094,0.96,0.37,5488,1575,5,38592,228936
1,1,9,4,2.375,1.2,0.4,4973,1506,8,48290,292269
1,71,9,1,1.312,1.312,0.4,1864,850,5,48410,293019
2,43,30,1,64.474,64.474,63.62,926909,142955,430,67889,352953
1,18,9,6,4.623,1.459,0.65,17719,2767,13,48290,292269
3,52,10,1,9.137,9.138,7.9,33761,13471,62,92122,376763
3,69,9,2,3.821,2.355,1.5,23104,5947,20,75987,301424
4,17,14,4,3.125,1.437,0.58,103164,2742,14,74042,325498
1,96,8,1,1.372,1.375,0.63,2428,1294,11,38692,229592
1,55,9,2,2.978,1.934,1.06,5406,2371,8,48290,292269
2,14,31,10,43.666,6.762,6.04,578048,38824,90,72417,379534
4,67,13,8,3.325,1.078,0.4,14376,2278,9,64635,281998
4,58,14,4,3.041,1.417,0.56,22786,2530,12,74042,325498
2,61,30,4,39.526,10.465,9.73,222791,54988,103,67907,352896
2,65,30,8,48.271,7.539,6.87,419542,42255,83,67907,352896
1,20,8,4,2.294,1.08,0.41,4451,1505,8,38592,228936
1,31,8,2,1.658,1.193,0.48,2283,1089,5,38592,228936
1,98,8,2,1.659,1.192,0.48,2595,1203,6,38592,228936
2,36,31,4,31.296,8.454,7.65,183240,44817,97,72417,379534
4,82,14,1,1.925,1.925,0.96,6875,2910,16,74857,329151
3,13,9,10,13.675,2.668,1.86,25825,8182,30,75987,301424
3,35,10,10,38.616,6.25,5.27,84624,17206,50,91963,368948
3,25,9,8,11.452,2.341,1.53,71537,6172,22,75987,301424
4,93,14,10,6.831,1.664,0.87,60884,3834,15,74042,325498
3,76,9,6,10.266,2.473,1.6,36541,7616,25,75987,301424
4,61,14,1,1.918,1.918,0.94,6875,2910,16,74857,329151
4,31,13,6,2.492,0.997,0.31,9856,1566,8,64635,281998
1,7,9,10,6.074,1.518,0.77,17676,2799,13,48290,292269
3,58,10,8,23.774,4.208,3.23,44006,16865,48,91963,368948
2,22,31,8,35.027,5.571,4.85,369061,28370,60,72417,379534
2,24,30,2,50.786,25.769,25.04,735949,106989,275,67907,352896
1,45,8,1,1.378,1.378,0.63,2428,1294,11,38692,229592
2,54,31,4,34.617,9.241,8.49,232566,51364,97,72417,379534
3,23,10,1,9.17,9.17,7.98,33761,13471,62,92122,376763
3,86,9,4,7.067,2.435,1.56,16344,7269,22,75987,301424
3,54,10,2,8.681,4.889,3.84,81266,11613,35,91963,368948
1,73,8,8,3.764,1.04,0.45,9921,1927,10,38592,228936
4,66,14,1,1.908,1.908,0.95,6875,2910,16,74857,329151
1,5,8,8,3.138,0.978,0.37,15040,1609,8,38592,228936
1,75,8,10,2.886,0.936,0.35,4431,1512,5,38592,228936
3,56,9,1,3.904,3.904,2.91,9306,5450,29,76110,307683
3,80,10,8,23.451,4.142,3.16,47465,15319,44,91963,368948
3,82,10,6,19.225,4.056,3.06,64943,13732,40,91963,368948
1,66,9,10,4.432,1.261,0.53,20460,2165,10,48290,292269
4,32,14,8,4.92,1.39,0.6,45502,3537,17,74042,325498
2,72,31,10,36.404,5.796,5.06,412778,30119,81,72417,379534
3,99,10,10,25.968,4.495,3.52,68903,15771,48,91963,368948
1,81,9,6,6.886,1.854,1.04,25000,4049,20,48290,292269
4,56,13,10,3.537,1.101,0.42,13085,2103,10,64635,281998
1,14,9,4,4.478,1.745,0.92,10794,3878,15,48290,292269
4,25,13,1,2.004,2.004,1.17,41437,3744,18,65381,285370
4,62,14,2,1.612,1.242,0.39,20643,1948,8,74042,325498
3,24,10,2,9.769,5.435,4.39,41909,15722,47,91963,368948
2,8,30,8,57.547,8.793,8.12,418997,49348,104,67907,352896
1,36,9,2,1.334,1.092,0.25,3200,645,2,48290,292269
3,32,10,8,20.064,3.766,2.79,38300,13267,36,91963,368948
1,89,9,6,2.576,1.108,0.3,6496,1471,7,48290,292269
2,80,31,1,47.825,47.825,46.88,840718,108940,317,72399,379593
1,48,8,6,2.75,1.019,0.36,11622,1643,7,38592,228936
4,55,14,2,2.101,1.497,0.62,51862,3879,18,74042,325498
1,84,8,1,1.357,1.366,0.62,2428,1294,11,38692,229592
2,45,30,1,63.364,63.364,62.5,926909,142955,430,67889,352953
4,30,14,4,2.973,1.4,0.54,24482,3042,15,74042,325498
2,3,31,10,55.38,8.434,7.71,631544,45227,99,72417,379534
1,21,8,8,2.822,0.918,0.33,4912,1496,7,38592,228936
4,88,13,4,2.307,1.149,0.4,6508,1756,10,64635,281998
2,63,30,4,45.486,11.951,11.22,299785,61011,106,67907,352896
3,36,10,6,12.834,2.97,1.99,42921,11029,35,91963,368948
1,3,9,4,2.829,1.318,0.51,5984,1705,8,48290,292269
4,78,13,2,1.863,1.313,0.57,24062,3452,12,64635,281998
2,60,30,8,51.858,8.116,7.44,251890,44829,96,67907,352896
3,96,9,10,11.311,2.301,1.49,54909,7067,25,75987,301424
2,39,30,8,56.177,8.647,7.97,415414,47981,104,67907,352896
2,10,30,1,63.078,63.079,62.23,926909,142955,430,67889,352953
2,98,31,10,67.402,10.061,9.33,300088,52536,90,72417,379534
3,11,9,10,8.73,1.977,1.15,13443,5543,21,75987,301424
3,26,9,10,10.847,2.206,1.4,29171,7360,25,75987,301424
3,91,10,4,16.014,4.823,3.76,53450,14060,36,91963,368948
1,74,8,2,1.538,1.118,0.43,2154,1070,5,38592,228936
1,5,8,1,1.356,1.356,0.62,2428,1294,11,38692,229592
3,93,9,10,11.212,2.331,1.51,27710,6753,23,75987,301424
2,16,31,6,29.836,5.724,4.93,427439,38208,96,72417,379534
2,32,30,2,57.8,29.346,28.59,740383,117277,313,67907,352896
1,38,8,10,3.574,1.051,0.44,5748,1802,8,38592,228936
2,70,30,8,41.695,6.618,5.94,341441,35010,88,67907,352896
1,19,9,10,2.72,1.023,0.29,6098,884,5,48290,292269
4,51,13,8,2.931,1.025,0.33,11555,1717,7,64635,281998
4,35,14,1,1.92,1.921,0.95,6875,2910,16,74857,329151
3,48,9,6,9.876,2.427,1.53,46662,6889,26,75987,301424
1,21,8,10,3.243,0.993,0.4,6279,1676,7,38592,228936
3,34,9,6,10.398,2.548,1.67,31261,8527,26,75987,301424
4,47,13,2,1.472,1.113,0.38,17969,2161,10,64635,281998
4,0,13,4,2.074,1.084,0.35,14000,1622,9,64635,281998
1,26,9,1,1.312,1.312,0.4,1864,850,5,48410,293019
2,78,31,4,31.595,8.501,7.71,241615,44397,97,72417,379534
1,22,8,6,2.902,1.037,0.39,7293,1987,9,38592,228936
3,73,9,8,8.889,2.003,1.2,23371,6565,25,75987,301424
3,70,10,8,21.255,3.939,2.94,37733,14751,39,91963,368948
3,24,9,6,7.071,1.954,1.08,14025,5664,21,75987,301424
1,15,9,4,2.743,1.301,0.49,5933,1825,9,48290,292269
1,82,8,1,1.354,1.363,0.61,2428,1294,11,38692,229592
2,28,31,6,43.3,7.972,7.19,559167,55664,138,72417,379534
1,63,8,2,1.734,1.224,0.53,2509,1248,5,38592,228936
1,35,9,1,1.338,1.347,0.39,1864,850,5,48410,293019
3,82,10,4,15.957,4.81,3.75,31798,14248,33,91963,368948
3,69,10,4,17.184,5.128,4.05,45649,14974,37,91963,368948
3,62,10,10,32.684,5.409,4.42,86660,16876,46,91963,368948
3,14,10,1,9.099,9.099,7.85,33761,13471,62,92122,376763
4,53,13,10,3.069,1.053,0.36,14507,1576,5,64635,281998
1,63,9,10,3.374,1.13,0.37,23878,1127,3,48290,292269
3,56,10,1,9.115,9.116,7.93,33761,13471,62,92122,376763
3,15,10,1,8.971,8.97,7.79,33761,13471,62,92122,376763
2,15,31,10,57.804,8.741,8.02,471512,47535,117,72417,379534
1,38,8,2,1.572,1.141,0.44,2168,941,5,38592,228936
3,43,9,10,11.808,2.356,1.56,33453,8237,25,75987,301424
4,74,14,8,6.53,1.622,0.83,97524,3315,14,74042,325498
4,67,14,2,1.868,1.459,0.47,22372,2371,11,74042,325498
2,91,30,8,70.02,10.432,9.76,741816,53052,101,67907,352896
2,37,30,8,56.354,8.706,8.03,573320,49975,105,67907,352896
2,90,30,6,53.857,9.722,8.98,441682,67470,152,67907,352896
3,23,9,8,10.888,2.276,1.46,25097,5692,25,75987,301424
2,11,30,2,64.007,32.409,31.68,867894,127894,326,67907,352896
4,92,13,2,1.984,1.378,0.63,55697,5107,27,64635,281998
3,50,9,8,9.873,2.107,1.31,20706,7258,23,75987,301424
3,5,10,10,24.584,4.334,3.36,110695,13494,37,91963,368948
3,83,10,8,29.468,5.027,4.05,129821,16258,42,91963,368948
2,68,30,2,48.009,24.407,23.68,590519,94034,234,67907,352896
1,19,8,1,1.401,1.417,0.64,2428,1294,11,38692,229592
4,16,14,6,4.486,1.43,0.62,146570,5120,26,74042,325498
1,21,9,6,3.518,1.296,0.46,27133,2198,11,48290,292269
1,45,9,1,1.376,1.376,0.41,1864,850,5,48410,293019
1,31,9,4,2.543,1.262,0.46,6118,1979,8,48290,292269
2,42,31,1,47.164,47.178,46.25,840718,108940,317,72399,379593
4,69,14,4,3.166,1.444,0.59,23102,3231,13,74042,325498
1,11,8,2,1.634,1.176,0.47,2706,1331,6,38592,228936
1,6,9,8,4.151,1.227,0.49,9271,2166,9,48290,292269
2,78,30,1,63.792,63.793,62.96,926909,142955,430,67889,352953
1,57,9,4,3.433,1.477,0.66,6676,2229,10,48290,292269
4,29,13,6,2.885,1.067,0.38,22957,2332,9,64635,281998
3,37,10,4,22.642,6.469,5.41,131195,18801,50,91963,368948
2,30,30,1,64.205,64.215,63.33,926909,142955,430,67889,352953
2,16,30,10,52.429,7.926,7.24,200420,44613,80,67907,352896
3,91,10,2,6.118,3.602,2.54,14652,7950,23,91963,368948
2,93,31,2,54.633,27.792,26.95,868434,107303,286,72417,379534
4,7,14,10,4.229,1.307,0.5,64041,2300,10,74042,325498
3,46,10,1,9.185,9.185,8,33761,13471,62,92122,376763
1,21,9,4,2.764,1.305,0.49,5928,1728,8,48290,292269
3,20,9,6,11.598,2.7,1.83,32870,6456,25,75987,301424
4,25,14,8,5.033,1.413,0.62,51364,2902,13,74042,325498
2,70,31,1,48.787,48.786,47.88,840718,108940,317,72399,379593
1,9,8,8,2.937,0.94,0.35,5265,1464,8,38592,228936
1,86,8,6,2.446,0.956,0.31,7579,1498,7,38592,228936
4,48,14,2,1.764,1.325,0.47,24758,3018,13,74042,325498
2,48,31,8,51.86,8.021,7.3,496961,41986,98,72417,379534
4,63,14,2,1.946,1.415,0.55,27456,3370,15,74042,325498
2,59,31,8,14.222,2.701,1.96,210778,12792,45,72417,379534
3,18,10,2,7.222,4.17,3.08,38442,9226,26,91963,368948
3,88,9,6,7.177,1.877,1.07,15466,5465,20,75987,301424
3,27,10,8,18.817,3.538,2.56,32207,11443,38,91963,368948
1,6,8,8,2.98,0.948,0.35,9044,1433,6,38592,228936
3,18,9,1,3.901,3.901,2.9,9306,5450,29,76110,307683
2,73,30,2,41.034,20.9,20.17,637293,85706,235,67907,352896
2,73,31,8,48.377,7.61,6.87,410525,38842,80,72417,379534
1,38,8,6,2.605,1.002,0.35,7330,1542,8,38592,228936
4,49,13,2,1.366,1.065,0.32,6272,1733,6,64635,281998
4,19,14,8,5.634,1.472,0.68,88647,2852,14,74042,325498
4,52,14,2,1.972,1.424,0.57,34052,2877,13,74042,325498
2,78,30,8,38.074,6.085,5.42,289610,32871,74,67907,352896
3,78,10,4,20.539,5.962,4.89,119105,17264,41,91963,368948
2,77,31,1,47.911,47.911,47.01,840718,108940,317,72399,379593
2,28,31,1,48.062,48.152,47.21,840718,108940,317,72399,379593
2,21,31,6,79.487,14.097,13.31,560630,96759,191,72417,379534
2,99,31,10,46.113,7.091,6.36,230009,35517,68,72417,379534
1,58,8,4,2.168,1.037,0.39,3963,1635,9,38592,228936
2,66,30,8,41.385,6.495,5.83,173554,33931,77,67907,352896
4,50,14,6,4.237,1.376,0.58,81832,3287,15,74042,325498
2,92,30,1,63.595,63.597,62.76,926909,142955,430,67889,352953
2,88,30,10,45.971,7.01,6.32,200146,42241,81,67907,352896
3,74,9,2,3.364,2.138,1.24,8576,4135,14,75987,301424
4,85,13,10,3.374,1.084,0.4,20477,2393,10,64635,281998
4,46,13,10,3.822,1.186,0.51,12791,1857,9,64635,281998
4,52,13,8,2.812,0.995,0.31,25938,1524,8,64635,281998
3,39,9,10,13.332,2.57,1.76,24405,8193,25,75987,301424
4,0,14,8,5.308,1.452,0.66,70834,2469,11,74042,325498
1,70,8,6,2.587,0.981,0.34,7498,1721,8,38592,228936
3,33,9,8,9.074,2.017,1.22,24664,6688,21,75987,301424
4,31,14,2,1.479,1.178,0.32,18565,1487,6,74042,325498
2,39,31,2,58.745,29.822,29,847509,116137,331,72417,379534
4,23,13,2,1.652,1.205,0.46,11995,2790,10,64635,281998
1,75,8,8,3.374,0.988,0.39,15486,1774,7,38592,228936
4,47,14,2,2.017,1.442,0.59,12169,3409,10,74042,325498
2,69,30,6,56.021,10.133,9.37,521593,71867,155,67907,352896
3,70,9,8,8.817,1.968,1.16,34039,5087,19,75987,301424
4,4,14,1,1.897,1.9,0.94,6875,2910,16,74857,329151
1,29,8,1,1.36,1.36,0.62,2428,1294,11,38692,229592
3,29,10,4,26.996,7.557,6.5,65974,14704,34,91963,368948
3,99,10,8,20.996,3.872,2.89,40259,13699,40,91963,368948
2,80,31,4,12.781,3.797,3.01,169085,20837,52,72417,379534
1,36,8,10,3.218,0.974,0.39,6845,1566,8,38592,228936
1,25,9,1,1.333,1.344,0.39,1864,850,5,48410,293019
4,54,14,8,4.64,1.336,0.54,54153,2965,12,74042,325498
4,85,13,4,2.483,1.194,0.44,18796,2519,16,64635,281998
1,87,9,6,2.663,1.132,0.32,10291,1579,8,48290,292269
2,31,30,10,47.177,7.158,6.47,172568,41422,85,67907,352896
4,99,14,6,4.542,1.424,0.64,95045,4403,20,74042,325498
1,38,8,1,1.375,1.375,0.62,2428,1294,11,38692,229592
4,91,13,8,3.143,1.05,0.37,15806,1590,8,64635,281998
3,27,9,1,3.861,3.861,2.88,9306,5450,29,76110,307683
2,93,30,1,64.156,64.157,63.29,926909,142955,430,67889,352953
3,63,10,8,20.297,3.842,2.78,77196,13244,45,91963,368948
2,51,31,8,52.975,8.122,7.4,619133,44422,115,72417,379534
3,99,10,1,9.242,9.242,8.05,33761,13471,62,92122,376763
1,62,9,4,3.022,1.362,0.56,6724,2170,10,48290,292269
4,54,14,10,4.248,1.311,0.52,43456,2667,11,74042,325498
4,72,13,6,2.639,1.016,0.33,21357,1967,10,64635,281998
4,60,14,8,6.884,1.652,0.86,131603,2900,13,74042,325498
1,11,9,1,1.309,1.309,0.39,1864,850,5,48410,293019
2,43,31,8,39.025,6.171,5.45,512717,30930,88,72417,379534
2,45,30,4,52.687,13.727,13,284393,71099,117,67907,352896
4,21,13,2,1.754,1.261,0.51,16019,2933,10,64635,281998
2,50,30,6,54.278,9.834,9.09,498505,67925,149,67907,352896
2,1,31,6,81.405,14.698,13.91,822836,103146,214,72417,379534
2,61,30,2,42.957,21.874,21.14,609361,88176,219,67907,352896
1,79,8,8,3.168,0.969,0.38,6246,1583,7,38592,228936
2,81,31,1,47.812,47.812,46.91,840718,108940,317,72399,379593
2,69,31,1,47.904,47.904,46.99,840718,108940,317,72399,379593
3,48,10,4,25.176,7.103,6.06,97059,14394,41,91963,368948
2,26,31,6,55.113,9.994,9.2,600688,70151,165,72417,379534
1,11,8,4,2.157,1.031,0.38,3823,1570,7,38592,228936
3,95,9,8,10.571,2.227,1.42,41098,6671,27,75987,301424
1,94,8,8,2.863,0.925,0.33,6198,1469,5,38592,228936
1,33,9,4,4.031,1.632,0.81,8759,2893,13,48290,292269
1,77,9,1,1.358,1.358,0.41,1864,850,5,48410,293019
2,10,30,2,45.333,23.125,22.36,705364,91558,230,67907,352896
1,10,8,6,2.647,0.996,0.34,10998,1497,7,38592,228936
2,18,30,2,62.124,31.494,30.76,842513,124881,342,67907,352896
1,77,8,10,2.873,0.936,0.35,7221,1369,4,38592,228936
1,90,8,2,1.726,1.218,0.53,2574,1385,6,38592,228936
1,90,8,1,1.397,1.397,0.65,2428,1294,11,38692,229592
3,81,10,4,16.68,4.988,3.93,48372,13287,32,91963,368948
3,75,9,2,4.398,2.655,1.77,54913,9272,51,75987,301424
1,77,8,2,1.727,1.207,0.53,2534,1186,6,38592,228936
3,57,10,2,7.737,4.414,3.35,22353,10902,30,91963,368948
3,70,10,4,18.349,5.407,4.35,106223,13735,33,91963,368948
2,67,31,1,47.86,47.86,46.97,840718,108940,317,72399,379593
2,34,31,4,20.102,5.626,4.84,165796,29778,66,72417,379534
4,33,13,6,2.481,0.997,0.31,13276,1438,7,64635,281998
4,22,14,6,3.911,1.328,0.53,50164,3412,16,74042,325498
2,46,30,4,46.911,12.286,11.56,279850,65727,118,67907,352896
